,DSI_Title,Text
10,HJC_DSI1_US_expects_to_eliminate_Iranian_oil_imports.docx,"US expects all countries to eliminate Iranian oil imports, official says

Washington (CNN)The Trump administration expects all countries to reduce their Iranian oil imports to zero or face US sanctions, a senior State Department official said Tuesday as oil prices surged.

No exceptions will be made for countries that currently buy oil from Tehran, the official said.

""We view this as one of our top national security priorities,"" the official told reporters on a conference call. ""I would be hesitant to say, 'zero waivers ever,' (but) I think the predisposition would be no, we're not granting waivers.""

This latest messaging from the administration suggests the Trump administration is holding a hard line with its international allies as it withdraws from the 2015 Iran nuclear agreement under which Iran rolled back its nuclear program in exchange for broad sanctions relief.

Oil prices spike

Washington's tough stance sent oil prices surging. US crude spiked 3.5% to about $70.50 a barrel. Prices have climbed sharply this year, in part due to concerns about US sanctions on Iran disrupting supply from the OPEC nation.

President Donald Trump has repeatedly complained about oil prices being too high, even though his own policies have played a role.

""Oil prices are too high, OPEC is at it again,"" Trump tweeted last month. ""Not good!""

Last week, OPEC agreed to pump more oil to compensate for the loss of barrels from Iran.

The administration announced it was withdrawing from the Iran nuclear deal in May, giving companies and governments six months to wind down energy-related activities before sanctions are re-imposed on November 4.

Germany, France and the United Kingdom -- the European signatories to the deal known collectively as the E3 -- opposed the US decision to leave the deal and have lobbied the White House not to impose so-called ""secondary sanctions"" on their companies that do business in Iran, in hopes of upholding the agreement without US participation.

""We remain engaged with the E3 throughout this process,"" the senior State Department official said, ""and we are going to continue to branch out in new countries and reach new partners as the weeks go forward.""

US officials have traveled in recent weeks to Europe and Asia to try and garner support of the administration's tougher Iran policy.

""We have had secondary sanctions in place with regards to Iran since 1996 -- the Iran and Libya Sanctions Act,"" the official noted. ""These are discussions we are extremely used to having.""

""We have a lot of diplomatic muscle memory for urging, cajoling, negotiating with our partners to reduce their investments to zero,"" the official added, while acknowledging their message ""is sometimes challenging,"" for US partners.

Iran's oil minister, Bijan Zanganeh, told CNN's John Defterios last week that he was already seeing customers turning away due to the US sanctions.

""You cannot impose unilateral trade sanctions,"" Zanganeh said, ""and at the same time expect the global oil market not to show adverse reaction."""
11,HJC_DSI2_Trump's_battering_of_Iran_the_cost_of_oil.docx,"Donald Trump's battering of Iran is affecting the cost of oil

This week, oil prices marched to another four-year high.

Why has this happened? There is a growing chorus insisting that Washington's policy against Iran has ratcheted up geopolitical tensions and could knock out up to 2 million barrels a day of Iran's exports. This has sparked a surge in prices two months after the US ""snapback"" sanctions against Tehran took effect.

Trump has singled out the 15-member Organization of the Petroleum Exporting Countries on a handful of occasions to release more oil onto the market. But the most recent example -- Trump's recent address to the UN General Assembly -- a senior OPEC source said takes the verbal attacks and tweets to an alarming level.

""OPEC and OPEC nations are, as usual, ripping off the rest of the world, and I don't like it. Nobody should like it. We defend many of these nations for nothing, and then they take advantage of us by giving us high oil prices. Not good,"" Trump said.

The President has criticized OPEC as an organization but has made implicit reference to his allies in the Gulf: Saudi Arabia, Kuwait and the United Arab Emirates.

This effort to target the major Gulf exporters in Trump's mind is a quid pro quo: He backs a tougher line against the Gulf states' regional archrival Iran and in return, they supply crude to bring down oil prices.

""We protect the countries of the Middle East, they would not be safe for very long without us, and yet they continue to push for higher and higher oil prices. We will remember. The OPEC monopoly must get prices down now!"" he tweeted.

Trump does not welcome the more measured approach decided by OPEC and non-OPEC producers at their last committee meeting in Algiers.

But the multibillion-dollar question today is this: Are prices trading above $80 due to a shortage of supplies? Or is it the ratcheting up of geopolitical tensions by Trump himself against Iran?

""The current market conditions cannot be attributed to us or our actions, Stability in the oil market has always been our objective. Geopolitics is a huge challenge"" Mohammed Sanusi Barkindo, OPEC's secretary-general, told CNN, referring to the pressure applied to one of the organization's founding members, Iran.

And there is more of the same in the pipeline coming from the United States against Iran, with Trump promising to impose additional measures against Tehran after the second round of snapback sanctions targeting oil exports, which take place November 4.

Therein lies the conundrum. Trump seems determined to maximize economic sanctions against Iran by pushing oil exports to zero and to force a retreat in what is called the Shia Crescent that reaches to Syria, Lebanon, Libya, Bahrain and Yemen.

At the same time, he does not want higher oil prices becoming an economic factor during midterm elections in November just as gas prices move higher.

""I say you cannot have your cake and eat it, too. You cannot have Iran at zero and as well as prices lower. These two cannot go together,"" said Hossein Kazempour Ardebili, Iran's governor to OPEC.

No one, it seems, wants to challenge Trump when it comes to Iran. He has declared that those who do not comply with the US sanctions regime will face ""severe consequences."""
12,JEN_Doc1_Russia-has-never-interfered.docx,"Russia has never interfered in US internal affairs and is not planning to do so, Russian President Vladimir Putin said. He added that it is the US that “interferes everywhere” and should expect reciprocal action.

No country would tolerate foreign interference in its internal affairs, Putin said, as he spoke at a meeting with the Russian media. He also said it is “absolutely wrong” that the US “constantly engages[in those sorts of activities] and makes attempts [to influence other countries’ internal political situations], believing that it is normal.”

Concerning Russia’s relations with the US, Putin said that the situation depends on the US side to a significant extent. Moscow “has been long ready for rapprochement” with Washington, he said, adding that the US has to find enough “will, courage and common sense” to understand that improving relations would serve the interests of both sides. “Until then, relations would only deteriorate further,” the president said.

On Wednesday, the US Democrats released a new report, which blamed Putin for personally leading a “20-year” campaign to undermine democracy around the globe through “disinformation, cyberattacks, military invasions, alleged political assassinations, threats to energy security, election interference, and other subversive tactics.”

Despite a lack of significant proof to back up these claims, the accusations of Russian meddling in the 2016 US presidential elections remain a hot topic in Washington, contributing largely to the worst deterioration in Russian-American relations since the Cold War. The US has imposed several waves of sanctions on Russia, targeting private individuals, companies and whole sectors of economy.

Some Russian diplomatic properties in America were confiscated, while media outlets RT and Sputnik were forced to register as foreign agents. Russia has always firmly denied the allegations of any interference in the US political process, replying to Washington’s aggressive moves with mirror measures.



In late December, Putin said foreign security agencies are “doing all they can to ramp up their level of activity in Russia,” targeting the country’s social and political life. A month before that, the president warned that “in response to our alleged interference in their election, [the Americans] want to create problems with the presidential vote in Russia.”"
13,JEN_Doc2_CohortX-US-Society-based-on-leaks.docx,"Almost a year has passed since the US launched a probe into Russia’s alleged election meddling, but not a single piece of factual evidence has been leaked to the media, Russian Foreign Minister Sergey Lavrov said, branding the claims part of US political infighting.

“While the majority of Democrats cannot get over their resentment over the loss of their candidate in the presidential election, and a significant part of the Republicans are annoyed with the unsystematic nature of the current administration, including the president, this anti-Russian story and hysteria unfolding in the US reflects a domestic political struggle,” Lavrov said at the 14th annual Valdai Discussion Club meeting at the Russian Black Sea resort of Sochi on Tuesday.

The US government has repeatedly accused Moscow of interfering in the 2016 US election by hacking and leaking emails of Democratic Party staff, as well as the correspondence of Hillary Clinton’s campaign chairman, John Podesta. Moscow has denied meddling in the election, noting that no evidence has been provided to support the claims.

“For almost a year since the US began investigating [Donald] Trump's ties with Russia and Russia's interference in the election campaign on the side of the Republicans, there have been hearings staged, special investigations launched, a special prosecutor appointed, dozens of people interviewed, and … with so many characters involved in the process, there has been not a single leak about at least a single fact that would support the allegations,” Lavrov pointed out.

The Russian foreign minister believes that this “speaks volumes,” adding that is because “American society as a whole, especially in matters of foreign affairs, is built on leaks.”

“It is impossible to seal the processes launched to investigate the so-called Russian meddling. Therefore, they simply do not have those facts,” Lavrov concluded.

On Monday, former US presidential candidate Hillary Clinton claimed in an interview on ABC’s Four Corners show that WikiLeaks founder Julian Assange colluded with the Russian government in the lead-up to the 2016 US presidential election.

“WikiLeaks is unfortunately now practically a fully owned subsidiary of Russian intelligence,” she said, alleging that the actions of WikiLeaks and Russia played a major role in her losing the race.

“There was a concerted operation between WikiLeaks and Russia and most likely people in the United States to… weaponize that information, to make up stories, outlandish, often terrible stories that had no basis in fact… which were used to denigrate me, my campaign, people who supported me, and to help Trump.”

In response, Assange accused Clinton of “constant lying,” saying that there’s obviously “something wrong with Hillary Clinton… A cold creepiness rarely seen.”"
14,JMD_Doc1_Tweet-Had-Extra-Zero.docx,"One of Donald Trump’s top economic advisers said the president erred in a tweet asserting growth in U.S. gross domestic product was higher than the unemployment rate for the first time in over a century.



Kevin Hassett, chairman of the White House Council of Economic Advisers, acknowledged the claim was wrong after media organizations including Bloomberg News published historical data showing the benchmark had been passed many times since 1948.



“I can tell you what is true,” Hassett said, when asked about the inconsistency at a White House briefing Monday. “It’s the highest in 10 years.”



Hassett said he suspected someone “added a 0” to the fact as it was “conveyed” to the president.



“The GDP Rate (4.2%) is higher than the Unemployment Rate (3.9%) for the first time in over 100 years!” Trump said Monday in a posting on Twitter.



Trump regularly deletes and re-posts tweets to correct misspellings or to rephrase his points. But the false tweet about GDP and unemployment remained online on Monday night, hours after Hassett conceded the error.



The president appeared to double down Monday night with a video on Twitter hailing his management of the economy. It began with a 2016 statement by President Barack Obama, questioning assertions by Trump, who he didn’t name, that he would restore American factory jobs. ""What magic wand do you have? And, usually, the answer is he doesn’t have an answer,"" Obama said. But the Trump tweet cuts off the second sentence of that quote and segues into Trump talking about growth in manufacturing jobs.



Trump, in an earlier tweet on Monday, misquoted Obama on the magic wand quote, saying that the former president had been talking about GDP, which he wasn’t.



In the 70 years since the Labor Department started publishing monthly jobless numbers, the growth rate has been higher than the unemployment level more than 20 percent of the time when compared with GDP, which is reported quarterly.



GDP growth exceeded the jobless rate as recently as the first quarter of 2006, when unemployment was about 4.7 percent and quarterly GDP growth was 5.4 percent, government data show.



The Trump administration has recently promoted false statistics on jobless rates and the stock market’s performance as it has touted Trump’s record on the economy.



Last month, White House Press Secretary Sarah Huckabee Sanders asserted to reporters that Trump had tripled Obama’s eight-year job creation record for black workers in just 18 months, quoting numbers that were not even close to accurate.



“This president since he took office, in the year and a half that he’s been here has created 700,000 new jobs for African-Americans,” Sanders told reporters. “That’s 700,000 African-Americans that are working now that weren’t working when this president took place. When President Obama left, after eight years in office, he had only created 195,000 jobs for African-Americans.”



The U.S. economy added about 3 million jobs for black workers while Obama was in office, according to BLS data. Hassett’s office took responsibility in a tweet for providing Sanders with inaccurate data.

On Sunday, Trump said in a tweet that “the Stock Market is up almost 50% since Election.”



That’s not the case for the S&P 500 Index, which has increased about 35 percent since Trump was elected on Nov. 8, 2016.



Before taking office, Trump regularly accused federal officials of falsifying economic data."
15,JMD_Doc2_4.1-GDP-Growth.docx,"We are living in the second longest period of economic growth since World War II. If this recovery is sustained into 2019, it will be longer than run up to the dot-com boom.



While it is natural to assume that old age may soon take its toll, the current recovery has been extremely shallow. This suggests that excesses have not built as quickly as in other cycles and the current growth run still has some staying power. The U.S. economy is currently showing no signs of slowing. In the second quarter of this year, U.S. GDP growth hit an annualized 4.1%.



Until now, corporations have held off on capital expenditure. But confidence in the economy could lead to a renaissance, which might sustain the current market cycle for a few more years.  



A Renaissance In Capex



Robust business investment has been missing from this current market cycle.



After the financial crisis, companies pulled back on capital expenditure, given existing spare capacity and a desire to rebuild balance sheets. Instead, they diverted excess cash flow to reward equity investors with dividends and buybacks.



As a consequence, corporate America’s equipment is now starting to look rickety, and capex could experience a cyclical upswing.



The Bureau of Economic Analysis estimates that America’s capital stock is the oldest on record, averaging 23 years. As companies grapple with aging equipment and hiring challenges, recent tax incentives that reward higher capex are encouraging companies to upgrade capital and improve automation.



A report from Credit Suisse, showed that in the first quarter of 2018 capital expenditure was up 24% over the fourth quarter of 2017. This was its fastest pace in six years. Half of this pick up was attributed to technology with the balance in consumer discretionary, energy, telecom and industrials.



In more recent data, the July Beige Book, which surveys 12 Federal Reserve Bank districts, highlighted an improving outlook for capital expenditures. A critical driver of that interest is concerns around labor shortages and the need to offset with capital investment.



Recent data from the Business Roundtable survey of U.S. CEOs also confirmed a bullish outlook for capital expenditures. The biggest risk that expectations don’t carry through to a revitalization in capex is trade uncertainty. Both the Beige Book and Business Roundtable flagged tariff retaliations as a significant concern.



Are We Headed For A Downturn?



U.S. recessions are usually ignited by domestic malinvestment, geopolitical shocks or Fed tightening. But while there is plenty to worry about, the U.S. still looks like an economy that is reasonably robust.



Since the last financial crisis, households have been cautious on re-leveraging and, through a combination of constraints, new home construction has lagged.



Meanwhile, in a low interest rate environment, corporations have levered up to fund M&A, dividends and stock buybacks. But much of the M&A to date has been strategic, as opposed to a rush to dubiously increase size, which is more evident in late cycle behavior.



Geopolitical risk is rising as the U.S. turns protectionist. In particular, the trade standoff with China could escalate further, cascading into market disruption and weaker growth.



And given moderate inflation, the Fed has started tightening its fiscal policy. However, it is signaling it will proceed at a measured pace and remain data dependent."
16,JMK_Doc1_Is-China-losing-the-trade-war-against-America.docx,"WHEN Donald Trump tweeted on August 5th that tariffs were working “big time”, American media sprang into action to test the claim (see article). In China, editors were more circumspect. No major Chinese-language newspaper reported his tweets. One of his claims—that China’s stockmarket has fallen 27% in the past four months—was an exaggeration. But why would any self-respecting propagandist in Beijing dwell on that? Chinese stocks have indeed fallen sharply (see chart), which officials do not wish to emphasise.

And this is just one of a series of awkward facts for China as its trade war with America deepens. The yuan is down 8% against the dollar since April, and near its weakest in more than a year. A shrinking trade surplus produced a current-account deficit in the first half of 2018, China’s first such gap in at least two decades. More broadly, China’s growth is slowing at a time when America’s economy is expanding at its fastest pace since 2014. No wonder Mr Trump feels that he is on the right path, and that Chinese investors are jittery.

Top of Form

Bottom of Form

Making matters worse for China is a whiplash effect. Until recently officials and executives believed their own declarations of technological prowess. Privately, advisers were confident that Mr Trump could be placated with promises to ramp up imports from America. Now both views look wanting. An agreement for China to buy more American natural gas and soyabeans collapsed in June. Chinese officials are keenly aware of vulnerabilities; had America maintained its sanctions on sales of semiconductors to ZTE, the Chinese telecoms giant might well have gone out of business. Those with a conspiratorial mindset see things in a darker light. “The Americans don’t want a deal. They want to screw us,” says a fund manager.

The asymmetry in the trade war is another uncomfortable fact. Since America buys far more from China than vice versa, America has more scope to impose tariffs. This imbalance, long discussed in theoretical terms, is close to becoming a hard reality. Mr Trump has instructed his trade team to consider 25% tariffs on $200bn of Chinese imports as early as September, taking the total affected by its tariffs to about $250bn, with room for twice that amount. China’s threatened retaliation, announced on August 3rd, will be tariffs on $60bn of American imports. This would take the total under its tariffs to $110bn, with little room for more.

China has other weapons at its disposal. It can disrupt the lucrative Chinese operations of American businesses, from Apple to Starbucks. But that would have downsides. Declaring bogus justifications (health violations, say) would reinforce foreign criticism of government meddling in China’s economy. And the nature of such interference, unlike tariffs, is that it will not be announced in advance, meaning it can take longer to register the impact.

The timing of the trade war is most inconvenient for China. Over the past two years the government has waged a campaign to rein in debt levels. Finally this has started to bite, with credit growth slowing sharply. Officials could opt to abandon their tightening stance in order to counteract the trade turmoil. But that might erase the gains from the deleveraging. This explains their restraint so far."
17,JMK_Doc2_Donald-Trump-agrees-to-cease-fire-in-the-trade-war-with-the-EU.docx,"PRESIDENT Donald Trump has not been shy about his admiration for tariffs. But on July 25th his love of deals appeared to prevail. Tweeting a picture of Jean-Claude Juncker, the president of the European Commission, kissing his cheek, Mr Trump heralded an advance in trade relations between America and the European Union. “A breakthrough has been quickly made that nobody thought possible!” Mr Juncker was triumphant, too, tweeting: “I came for a deal, we made a deal.”

The two sides agreed to work together towards “zero tariffs, zero non-tariff barriers and zero subsidies on non-auto industrial goods.” Trade barriers in services, chemicals, pharmaceuticals, medical products and soyabeans are on the chopping block, too. Pundits were quick to point out that Mr Trump had, in fact, secured talks to negotiate something that looks remarkably similar to the Transatlantic Trade and Investment Partnership, an accord put on ice when he became president. Such a deal might be possible, but it is a lot more remote than Mr Trump’s jubilation suggests.

The meeting’s other outcomes have more immediate consequences. Mr Trump agreed to “hold off further tariffs”, halting the threat of punitive measures on European cars and avoiding escalation into a nastier tit-for-tat dispute. Remarkably for a man said to be itching to withdraw from the World Trade Organisation (WTO), Mr Trump announced that he would work with the EU to reform it. Rather than mindlessly bashing the WTO, Mr Trump may have realised the benefits of using it to tackle China’s economic misdeeds.

Given Mr Trump’s mercurial personality and his peeves over America’s bilateral trade deficit with the EU, the truce may prove fragile. That means the most lasting policy announcement of the week could yet be the one made on the day before Mr Juncker’s arrival, when Sonny Perdue, Mr Trump’s agriculture secretary, outlined a relief package of up to $12bn for American farmers hit by retaliatory tariffs from America’s trade partners.

American farmers have long worried about their position on the front line of Mr Trump’s trade wars. Around a fifth of their production is exported, leaving them exposed to retaliation from the likes of China, Mexico and the EU; their political heft at home makes them prime targets for foreigners trying to make the Trump administration reverse course.

The Trump-Juncker deal offered American farmers little relief. Not only was agriculture conspicuously absent from their joint statement (beyond a promise to buy more soyabeans), but the EU accounts for less than 4% of the agricultural trade flows affected by the new tariffs. By contrast, $12bn is a big increase in government support for an industry that already gets a lot. The OECD, a club of mostly rich countries, estimates that in 2016 American farms received $33bn in various types of support.

As generous as Mr Perdue’s plan may be, only its outline is clear. Producers of soyabeans, sorghum, corn, wheat, cotton, dairy and pigs can expect payments. They can also expect the government to hoover up unexpected surpluses. Last, some of the cash will be spent on developing new export markets for farm products."
18,MET_Doc1_Transcript-Press-Conference.docx,"TRUMP: Thank you very much, everybody. We’ve had a great three days at the United Nations in New York. And this is quite a gathering. Wow, that’s a lot of people, a lot of media.



(LAUGHTER)



We’ve — we’ve covered a great deal of territory. Just left, as you know, Prime Minister of Abe of Japan, we’re starting trade talks with Japan. They were not willing, for years, to talk trade. And now, they’re willing to talk trade. And I’m sure we’ll make a very good deal.



Just concluded, as you know, two days ago, signed a deal with South Korea, a trade deal, a tremendous deal with South Korea. It means a lot of business for our farmers. We’re opening up for farmers. We’re opening up for a lot of different groups.



We’re going to be able to sell much more than double the number of automobiles that we were allowed under a deal that was totally defective, that was there before. And so, we’re very happy with that. That deal has actually concluded.



We’re very well along the way with Mexico. The relationship is very good. And with Canada, we’ll see what happens. They’re charging us 300 percent tariffs on dairy products; we can’t have that. We can’t have that.



TRUMP: With China, as you know, we put out an announcement today. They would like to see me lose an election because they’ve never been challenged like this. But I want to open up China to our farmers, and to our industrialists, and our companies. And China is not open. But we’re open to them. They charge us 25, 35, 55 percent for things, and we charge them nothing, in terms of coming in to the country.



Cars, they’re at 25 percent, and we’re at 2 percent and 2.5 percent and don’t even collect it, but we collect it now. So we’re doing very well in our situation with China on trade. I have a great relationship with the president of China, President Xi.



But it’s got to be a two-way street, and for 25 years, or longer, was not. And trillions and trillions of dollars was taken out of the United States for the benefit of China, and we just can’t have that. We have to make it fair. So we’re at $250 billion now, at 25 percent interest, and a lot of money is coming into our coffers.



And it’s had no impact on our – absolutely, by the way, no impact on our economy, which I said it wouldn’t. In fact, steel is like the hottest industry there is. If you look at what happened with steel, we’re charging a 25 percent tariff for the dumpers. They dump massive amounts of steel. They want to put the steel companies out of business, and after they’re out of business, they’re come in and charge five times more than you ever thought possible.



And we need steel, and we need aluminum. And those industries are"
19,MET_Doc2_Trump_Tweets.docx,"Wow, such enthusiasm and energy for Judge Brett Kavanaugh. Look at the Energy, look at the Polls. Something very big is happening. He is a fine man and great intellect. The country is with him all the way!

My thoughts and prayers are with the Florence County Sheriff’s Office and the Florence Police Department tonight, in South Carolina. We are forever grateful for what our Law Enforcement Officers do 24/7/365.

Just spoke to President-Elect Andres Manuel Lopez Obrador of Mexico. Great call, we will work well together!  

I see it each time I go out to Rallies in order to help some of our great Republican candidates. VOTERS ARE REALLY ANGRY AT THE VICIOUS AND DESPICABLE WAY DEMOCRATS ARE TREATING BRETT KAVANAUGH! He and his wonderful family deserve much better.  

Mexico, Canada and the United States are a great partnership and will be a very formidable trading force. We will now, because of the USMCA, work very well together. Great Spirit!  

Blowout numbers on New Jobs and, separately, Services. Market up!  

Thank you to Congressman Tom Reed of New York for your wonderful comments on our great new Trade Deal with Mexico and Canada, the USMCA. I have long ago given you my Full Endorsement, and for good reason. Keep up the Great Work! @Varneyco  

Thank you Governor Phil Bryant - it was my great honor to be there! #MAGA 



The Stock Market just reached an All-Time High during my Administration for the 102nd Time, a presidential record, by far, for less than two years. So much potential as Trade and Military Deals are completed.  

The Failing New York Times did something I have never seen done before. They used the concept of “time value of money” in doing a very old, boring and often told hit piece on me. Added up, this means that 97% of their stories on me are bad. Never recovered from bad election call!  

Congressman @PeteSessions of Texas is a true fighter and patriot. Highly respected in D.C. by all, he always gets what his district, and our country, wants and needs. Strong on Crime, Border, Military, Vets and 2nd Amendment. Pete has my Full and Total Endorsement. A great guy!  

RT @DHSgov: REMINDER: Tomorrow, 10/3 at 2:18 PM EDT, there will be a nationwide test of the Wireless Emergency Alert system, in coordinatio…  

Thank you Mississippi - Together, we are MAKING AMERICA GREAT AGAIN! 

Today, my Administration provided HISTORIC levels of funding to improve school safety through STOP School Violence grants – a top priority for @sandyhook. I am committed to keeping our children SAFE in their schools!  

“National wage growth is at the highest it’s been in nearly 17 months -- and, according to a new study released by Glassdoor, it’s not expected to slow down anytime soon.""

GOD BLESS THE U.S.A.! #MAGA 

Thank you Mississippi - I love you! 

This is really an incredible time for our Nation - WE are RESPECTED AGAIN!"
20,NM_Doc1_Trumps_Plan_to_reshap_healthcare.docx,"President Donald Trump's plan to reshape Obamacare without repealing the law continued Wednesday, as his administration rolled out its final plan to expand the use of skinny, short-term health insurance coverage.



The Centers for Medicare and Medicaid Services, or CMS, released a final rule that will expand short-term health insurance plans, a move that the administration said will help more people access cheap insurance options.



""We continue to see a crisis of affordability in the individual insurance market, especially for those who don't qualify for large subsidies,"" CMS Administrator Seema Verma said in a statement. ""This final rule opens the door to new, more affordable coverage options for millions of middle-class Americans who have been priced out of ACA plans.""



But many health policy experts say the plans will offer severely limited coverage and could drive up costs for people who remain in the Affordable Care Act market.



What are short-term plans?

Prior to the Trump administration's new rule, short-term plans were available for only three months with strict limitations on renewals.

Under the ACA, these plans were designed as a bridge to help people maintain coverage after a job loss or other change in insurance until the next enrollment period for longer-term plans under Obamacare.



The CMS rule released Wednesday will allow people to stay on a short-term health insurance plan for just under 12 months and make it easy to renew the plan for a total of three years.



Short-term plans are cheaper than ACA plans. CMS said the average short-term plan cost $124 a month in 2016 versus roughly $400 a month for an Obamacare plan. But that lower cost comes with another price.

Insurers do not have to abide by the ACA's regulations when offering short-term plans, meaning they can deny claims and charge patients higher premiums based on preexisting conditions.



The plans do not have to meet Obamacare's baseline coverage minimums, so things like prescription drugs or maternity care may not be covered under these plans.



According to the Kaiser Family Foundation, a nonpartisan health policy think tank:



0% of the short-term insurance plans currently on the market offer maternity care coverage.

Just 29% cover prescription drug costs.

57% cover mental health needs.

Only 106,000 people were on short-term health plans at the end of 2016, according to the administration. But an analysis by the Congressional Budget Office estimated that number could grow to as much as 1.6 million in the next four years under the new rule.



Larry Levitt, a senior vice president at Kaiser, said the expansion of short-term health plans would help provide some relief for some healthy people — but at the expense of others in the Obamacare markets.



""Plans with ACA consumer protections will still exist,"" Levitt tweeted Wednesday. ""But, the premiums for those plans will rise as short-term plans cherry pick healthy people. ACA enrollees eligible for subsidies will be protected, but middle-class people with pre-existing conditions will feel the full brunt."""
21,NM_Doc2_Trump_s_Grand_Plan_for_Healthcare.docx,"During his presidential campaign, then-candidate Donald Trump promised to replace Obamacare with “something terrific.”



For a long time, that “something terrific” was left unspecified. Now, more than a year and a half into Trump’s presidency, we have finally learned his grand plan for reducing Americans’ health-care costs.



It is: Don’t get sick. Ever.



That, at least, was the message of the administration’s new rule expanding the availability of junk insurance plans, finalized Wednesday.



The rule deals with “short-term” health plans. Short-term plans were initially designed to do exactly what they sound like: provide stopgap coverage to tide consumers over until, say, school starts in the fall or that new job begins.



Under the Trump administration’s new regulation, however, these plans will soon be allowed to last up to 364 days and to be renewed for up to 36 months. So, not so short after all.



There’s a reason Trump wants short-term plans to last such a long time. That way, they’ll look like an attractive alternative to insurance for sale on the Obamacare exchanges, with one key difference: Unlike Obamacare plans, short-term insurance doesn’t actually have to insure anything.



Seriously. Unless states step in, these not-so-short-term “short-term” plans are not subject to any of the protections required by the Affordable Care Act.



Short-term plans can turn away people with preexisting conditions, including asthma and acne. They can charge older or sicker people prohibitively expensive premiums.



Or they can enroll such people at what looks like a bargain-basement price and then refuse to pay for any care related to preexisting illnesses — including illnesses that enrollees didn’t even know they had when they enrolled, such as cancer or heart disease. Some plans have dropped consumers as soon as they got an expensive diagnosis, sticking them with hundreds of thousands of dollars in unexpected medical bills.



Unlike Obamacare plans, short-term plans also are not required to cover any particular benefits, even for the relatively healthy.



A Kaiser Family Foundation review of short-term plans offered around the country found that most did not cover prescription drugs, and none covered maternity care. Preventive and mental-health care are also frequently excluded.



Even care listed as “covered” is often subject to ridiculously low or otherwise absurd payout limits. Think: a policy term maximum of $3,000. Or no coverage for any hospital stay that begins on a weekend.



The tiny print can be endless. And as former head of the Centers for Medicare and Medicaid Services Andy Slavitt points out, consumers will never, ever be as good at reading the fine print as insurance companies will be at writing it.



Because these plans cover so little, cherry-pick their enrollees and pay out so infrequently, premiums tend to be dirt-cheap. The Trump administration estimates that people who purchase short-term plans will pay about half the average unsubsidized premium on the Obamacare exchanges."
22,NPL_Doc1_Trump-Defends-Kavanaugh.docx,"Trump defends Kavanaugh but says 'a lot will depend' on FBI investigation

As Republicans prepare for vote, Trump hints support could be withdrawn if investigation finds Kavanaugh lied to the Senate

 Donald Trump: 'It's a very scary time for young men in America' – video

Donald Trump once again defended his supreme court nominee Brett Kavanaugh on Tuesday, as Senate Republicans prepared to vote on the nomination this week. But the president also warned his support could be withdrawn if the FBI determines the judge lied to the Senate in testimony regarding an allegation of sexual assault.

 “A lot is going to depend on what comes back from the FBI,” Trump said.

“I don’t think you should lie to Congress. For me that would not be acceptable.”

Speaking to reporters before flying to Philadelphia, the president said the #MeToo movement had created a “very scary time for young men in America”. Asked if he had a message for young women, Trump replied: “Women are doing great.”

The Senate is awaiting the results of an investigation into three allegations.

“We’ll have an FBI report this week and we’ll have a vote this week,” the majority leader, Mitch McConnell, told reporters. He would not say if that would be a final vote on the nomination or a move to allow the Senate to begin debate.

The FBI will send a report to the Senate. McConnell said it would not be made public. He would not say how long senators would have to review it.

The Democratic minority leader, Chuck Schumer, has requested the Senate receives a full briefing on the report. He called on McConnell to release it.

“Why are our Republican colleagues so afraid of making this public?” he said.

Among Republicans, John Cornyn, No 2 to McConnell, told reporters it was “important that the results in some form be shared with the public”.

Democrats continued to decry the narrow scope of the investigation and to raise questions about Kavanaugh’s truthfulness and temperament.

The judge gave testimony before the Senate judiciary committee last Thursday, after his first accuser, Dr Christine Blasey Ford. For Democrats, Kavanaugh’s anger opened a new line of attack.

On the Senate floor on Tuesday, Schumer said Kavanaugh’s testimony was riddled with misstatements and inaccuracies and “grossly mischaracterized his relationship with alcohol”.

“Even if you feel that what happened when he was 15 and 18 shouldn’t matter, what happens when he’s 53 does matter and his credibility is in real doubt,” Schumer said. “Doubt enough, I think, for most Americans to say, ‘This man does not belong on the supreme court.’”

Moments earlier,McConnell, had accused Democrats of engaging in the “politics of personal destruction” against a “stunningly qualified nominee”.

“Democrats may be trying to move the goalposts every five minutes – but their goal has not moved an inch,” he said. “They will not be satisfied unless they have brought down Judge Kavanaugh’s nomination.”

Trump defends 'good man' Kavanaugh – video

Kavanaugh has vehemently denied all of the allegations against him, from Ford and two other women."
